name,description,coordinates,image_url,category,country,city,address,rating
"Darvaza Gas Crater - ""Door to Hell""",OPERATIONAL,"40.2524846,58.4395841",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y1wWqdZJLP9k_aLWh-ektL7EjB1U-SXTSVVhTkIC4Y7_aZz_YuaFgY6uZwEBK6KsiHN1vw2e3fuFSYZguyrZhpPAMW5cRvFwVMGrW_Q7UJWTOrOk9vccw5mF1a1EQikWqeDksQpf4J1tf5EreBxh1k6UMmx0xTod8ZpQMQ6G5hf3bs&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Turkmenistan,,"Derweze, Turkmenistan",4.4
Sossusvlei UNESCO Site by About Africa Co,OPERATIONAL,"-24.7299883,15.3221555",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xJW6JWV32MdTKS_oWpsR_ySIK_XtwfND0R_fh4rW8EW4_RXavGPboI9WrJPb5aLUT080r_ywuUoWC94eyUd-rPfOaXmRANG0VRCUAq5bDXxCc00KBiSkNqxbd72u3Tplhvq4UqWT6uAZd5Fnu8676A8aclpKZGI0v0g1XMtyiShRNm&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, travel_agency, point_of_interest, establishment",Namibia,,"Namib-Naukluft National Park,, Sesriem, Namibia",4.8
Kazan Kremlin,OPERATIONAL,"55.79935620000001,49.1059989",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xCa2SEobEwTYGbZMFr5-emD00bFdAnh20Xd_i86gsfp6gKE-uZuqxT9Q2vkLH2BVCFdN-pSKuKzf_oLaNw0-rzRxHUMJtaKO0IFSBZJ-M1O6C_qc3C_YQz1l-i0QyCDJsv_DnJSJzXzC0XCX--awfOQXXAy5YnK047yiF8m2y7a-C9&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, tourist_attraction, point_of_interest, establishment",420014,Republic of Tatarstan,"Kazan, Republic of Tatarstan, Russia, 420014",4.9
"Virupaksha Temple, Hampi",OPERATIONAL,"15.3351333,76.45865289999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xmKexNpgu9w0_zJLLJETmm7bcbxstp5Yo3ahjZ8_OFM0F9oBe5dWaTZi0xdslbW-xbhG4Jfz-mKSmmTrkQkQdV5whmHp3YzB3x1mcranGcE3r7ucI3DibaxQX1EEtTTxlUy45QHOjAznJCqr_r-BdH2ky6P9KNN9g_V1IOhdg_WdPt&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"hindu_temple, place_of_worship, point_of_interest, establishment",India,Hampi,"Hampi, Karnataka 583239, India",4.7
Ancient Babylon,OPERATIONAL,"32.5422787,44.4208893",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ztbWM4YTCB5UVsexwlkektTdCjeF1AmnjlkscqttT8DAi_3_cAQcTak3X24PClJuWzhH9CA4599pkcbrBAk1gw5n3IAemeYPd8jNMqODs_imOZHGJE6-56xlZ-sw5wSzYjPvjuxlA3P3i3C-lY8jd8J-7oPbz_8Nry3f6Esno2k0wy&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, point_of_interest, establishment",Iraq,GCRC+W96، سنجار,"GCRC+W96، سنجار, Babylon Governorate, Iraq",4.4
Milford Sound,OPERATIONAL,"-44.6416968,167.8975296",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yi9XlHWWb-bMdSljRxMZjtnuWnPxWfDx_UEiQDWg43H4d5d5R3JsPubV1HBal4k25pOI45P7W4Q-TRDjh72_B1gOnjzXN3L-TCYYG4drCPQ45nvOXIbat_VkXKhqNlfY1vrV0DZIil1wbNUIkdJUDzi6MOsqmkiP9PzBukUvf-uesv&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"park, point_of_interest, establishment",New Zealand,Milford Track,"Milford Track, Southland 9679, New Zealand",4.8
Buckingham Palace,OPERATIONAL,"51.501364,-0.14189",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w8YrXj6nPwhB0ewYgZtanjPU2JUKaO8SeG03Eo30Fi4dNmjxbsSBIFIEAj2XUgdSP5dEfj2iSNJ8y2q8noG3aXUFQfSzEQh2-FWA75DAHwDunVWqxGBJE3YgiHig_4zEsMOm1UU1h8Fnwu5NNRlSaGDl5kKS-H6WjcVfJ5tTNmPUnQ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United Kingdom,,"London SW1A 1AA, United Kingdom",4.5
Çatalhöyük,OPERATIONAL,"37.6664372,32.8256599",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yNrSiO1S-SvP1mOOzLHASPOPCyory6pUT-70yT60-VUWhUtz85nfkbFw-w9NNqVSqN2h6_KReUzWAMWUdJvkdEebk6xtmD5jn7SmkdRUZ9-yG9rdYtgU-RjuSvfI-GlocmD9g5-nuYCduLDw049H08CmKZHP2FYMtU4nagN-8hQbNn&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, point_of_interest, establishment",Türkiye,Çatalhöyük Yolu,"Küçükköy, Çatalhöyük Yolu, 42500 Çumra/Konya, Türkiye",4.6
The Great Backwaters,OPERATIONAL,"9.5259641,76.3579037",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wV_pGKNRtMkzY6t8RKd86DHFbQastMi_vc9Lxqdcm1Ehh1C3F7GXsNK8binIJW8f_6QZwniSb7endWISot9-nSlqJnTpuGct-tekBE4MqLYWoBukDLKHrucwZNlKvCiuhyoaID_cs6Ah3RePigFatxC2TjLLqzRvS0ODcvErAXfl-V&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",India,Aryad South,"G9G5+95J, Lake, Punnamada, Vembanad, Aryad South, Kerala 688521, India",4.6
Hagar Qim Temple,OPERATIONAL,"35.8277061,14.4417664",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y-GNEgE_6twGT1zXZUDPPDw4ZCEHQhVjwzIevqzh24CqohZ_hL-okhONHupDkZyJ6cWen_B8-2JqreQ9D6iGuU3ZuuwwyqQ1ch7xTBbPY03EZ9w1qpOK1Zdp99TmOZO2RFJzWpho0_4NhyeshlmqphM5fQjmDG3ipOkWsAOx2wIvQk&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, place_of_worship, point_of_interest, establishment",Malta,Triq Hagar Qim,"Triq Hagar Qim, Il-Qrendi QRD 2501, Malta",4.6
Badshahi Mosque,OPERATIONAL,"31.587939,74.3094357",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ydHEFtHKNcGtSdwqHsqEXFLIAd8UcIFL3hzUvkWcmaKbOCyGzagThS5wmwk3v_aYtfSjoYEhiQCbz7Hv6YNjdu6SkmIi1boSZvbm72t8qB0L9fJ0P_tJbuPDZx4cmIeTzkXKISfsJDD1QQpRIDarFebvL52FBmlhr5JXWA1NBbgEWt&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"mosque, place_of_worship, point_of_interest, establishment",Pakistan,Lahore,"Badshahi Mosque, Fort Rd, Walled City of Lahore, Lahore, Punjab 54000, Pakistan",4.8
Cape Coast Castle,OPERATIONAL,"5.1036869,-1.2410347",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z5RYPFIe2H3RmmHZsApymNpyMX6kDhzP3ub7n-ozYlag2EByC640TTVmdtsrSIQbzTXtT6MELtNZ-CNalmYzWBGe9ZIuqS1PaNztjYJuOW6WsfH250bIjvWeUOZIm7K0sc85q1TH03EwaV8XiiTDvneY6LejNBwfxIaCgi0hkYI0rx&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Ghana,Victoria Rd,"Victoria Rd, Cape Coast, Ghana",4.5
Whakarewarewa - The Living Maori Village,OPERATIONAL,"-38.161131,176.256495",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yt6CUrGMaIc-n0HCC5I_mikQdsP9-d2ZM17m1hBHhtmidOQ64JochLWhz8CipnBaUpwxpl6kPf6xzsIICa3fveiXyjmS5xpl7wqP5cXDBJv9TojfKrjwjuDYetxQRLVTRzEiwJZ93NUrVzWeqcZ1CLDApYOp_xszjGcRQKnKBVdcHc&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",New Zealand,Whakarewarewa,"17 Tryon Street, Whakarewarewa, Rotorua 3010, New Zealand",4.5
Summer Palace,OPERATIONAL,"39.9999823,116.2754606",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z9yfkQuAlybAWteOEGrj2AGXBYDa4q9SDa7ARDhW4QRjv7agvHPdCOJRrGNvb5EVvhGfh-j2lU0b4ec7f7563GDtV-nLTrPm-0FOhUuwDH2qNO6sheNarw2Z84BN_WyOLjHsPb5AlMlPwOyMehiKXj3z8ILSNzvfJCnOc-jzBwLE_E&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",100091,Haidian District,"19 Xinjiangongmen Rd, Haidian District, China, 100091",4.6
Great Ziggurat of Ur,OPERATIONAL,"30.9627548,46.1031778",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yXjMqO8CxHEkomceUa2MLG0bJz16qNXPoW323Du2ifB70hyzsgJNDS3WIR0XInmeecRnCqNFebttou4ys2lk6ZmJ2uxDDYrTwhstmvGSWafIHyHobaSYn66JQSpbVoRF3ogDnPXkufhJ22Da0nnQEvu3vpcIKL1e8lG8pkz0U_fr36&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Iraq,Nasiriyah,"X473+473, Nasiriyah, Dhi Qar Governorate, Iraq",4.5
Baobab Amoureux,OPERATIONAL,"-20.2114654,44.4001644",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zpfr2HtYPUXhVdLKz6EA8iG7FnQRyyRJG0wW6Vo0JaLNXNjHXpewLDrLnalTMv_wEz8BjeuspBbQe0pJtONcgKx2ERz5kDKAbKPUXfT9426cZe3GPobnl8O4rNojR6iEjQ-o1A4dNqntHmx-2KKQHMfj_plgJq95-Pgu04SaQsXNYu&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Madagascar,Unnamed Road,"QCQ2+C37, Unnamed Road, Andriamena, Madagascar",4.3
Giant's Causeway,OPERATIONAL,"55.2408073,-6.5115554",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xEEsC6LpZCpHoqQMRaoJ2nJwHstRLzjEa39P1r26XZXy3f5spjP-KxnmMbfDkBeqPFADm_nlrTqL8WPrNmLgz8S35pzqTIXuaVTiPZiknEUeglQDZjBgnBzoaZALFauDrMvNOqmQysBBP674PIdSPjFL00E86z83icMsQoBVSzOThj&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United Kingdom,,"Bushmills BT57 8SU, United Kingdom",4.7
Amber Palace,OPERATIONAL,"26.9854865,75.8513454",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wolM6NydER9MH5tqiZ4P7fZEe_TjF1P_SJk0iLucgUo8V6AfPpSFM9onYGra9EqhLOzPrBDgUqGlpYQ4n7KttrOoMPHiGLBfMka9scNJSAGHnDeWtIb5ZW_mWRxJ-19FFiB10MGmio4b3y7dqe-4noOOar18XqN8-WCwpibMob2f6E&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",India,Jaipur,"Devisinghpura, Amer, Jaipur, Rajasthan 302001, India",4.6
Meteora,OPERATIONAL,"39.7217044,21.6305896",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27we62d_v7i0TMuXSTZu40m93OMQtSwA4wXjOYpuvdaSCAjr1KZEUtbULOhSZVbeR8Ri8J9kZXXU10Lkm2njUlc7cXtNQS504KS3Q6QvAbMTr_c4Ln7C8l0qnzPb9Ws3yDhnB3DiG65WFkO1ju9vdTZYo55trORXB4OWOq6isTUI-Qgx&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Greece,,"Kalabaka 422 00, Greece",4.9
Mount Nemrut,OPERATIONAL,"37.980311,38.7399904",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zH3ZnVjGbXUHz-4cm2opkLfWfrrjttFNHr_nGSGAO29P4Gv_DKzY08O0PbQnZu31wdPCBYx-XyQdjKUUM9EqiR2X6G_2bb8t-tZFFvHlwVuJdsQUJcz3Z64aRmb3klRJ8vJt3W59OVByscuHKjs3UZUcbkF3c4NijlpIKJgVG3FhkE&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Türkiye,Nemrut Dağı Yolu,"Gülveren, Nemrut Dağı Yolu, 02000 Karadut/Kâhta/Adıyaman, Türkiye",4.8
